Date,VFV.TO,VDY.TO,VMO.TO,FCUV.TO,FCUQ.TO,INAI.TO,MNT.TO
2021-02-22,81.82777404785156,28.85355567932129,44.69331359863281,9.331127166748049,35.88139343261719,,24.36000061035156
2021-02-23,81.66785430908203,29.08139419555664,44.10179901123047,9.296061515808104,35.793968200683594,,23.8799991607666
2021-02-24,82.17587280273438,29.45568084716797,44.07271194458008,9.296061515808104,35.81339645385742,,23.899999618530273
2021-02-25,80.83055877685547,29.105792999267575,43.083621978759766,9.245055198669434,35.36658477783203,,23.440000534057617
2021-02-26,81.19744873046875,28.60064125061035,43.549072265625,9.245055198669434,35.570556640625,,23.229999542236328
2021-03-01,82.61802673339844,29.033864974975582,44.518768310546875,9.245055198669434,36.065948486328125,,23.530000686645508
2021-03-02,81.67724609375,29.270902633666992,43.8787727355957,9.315189361572266,35.64826965332031,,23.979999542236328
2021-03-03,80.79293823242188,29.45074462890625,42.967254638671875,9.241864204406738,35.19173049926758,,23.549999237060547
2021-03-04,79.79570770263672,29.393526077270508,41.4642219543457,9.152599334716797,34.67691421508789,,22.709999084472656
2021-03-05,81.41384887695312,29.924823760986328,41.91998672485352,9.372570991516112,35.35686111450195,,22.799999237060547
2021-03-08,80.99047088623047,30.29265594482422,41.59998321533203,9.372570991516112,35.182029724121094,,22.969999313354492
2021-03-09,81.9688720703125,30.24360466003418,42.705440521240234,9.525589942932127,35.62884521484375,,23.450000762939453
2021-03-10,82.30756378173828,30.62779235839844,42.81210708618164,9.525589942932127,35.82310485839844,,23.0
2021-03-11,82.55216979980469,30.709531784057617,43.65574264526367,9.525589942932127,35.842529296875,,22.399999618530273
2021-03-12,82.30756378173828,30.774927139282227,43.267860412597656,9.516030311584473,35.61912536621094,,22.81999969482422
2021-03-15,82.84379577636719,30.82394790649414,43.80119705200195,9.573413848876951,35.81339645385742,,22.65999984741211
2021-03-16,82.51453399658203,30.69316864013672,43.393924713134766,9.573413848876951,35.98823547363281,,22.3799991607666
2021-03-17,82.55216979980469,30.82394790649414,43.69453048706055,9.573413848876951,35.8911018371582,,22.489999771118164
2021-03-18,82.07238006591797,30.734046936035156,42.93816375732422,9.602102279663086,35.74540328979492,,22.530000686645508
2021-03-19,81.90302276611328,30.734046936035156,43.21937942504883,9.602102279663086,35.72596740722656,,22.59000015258789
2021-03-22,82.63682556152344,30.62779235839844,43.47150039672851,9.602102279663086,36.08536911010742,,22.34000015258789
2021-03-23,82.3828353881836,30.407093048095703,42.48240661621094,9.602102279663086,36.12422180175781,,22.229999542236328
2021-03-24,81.92185974121094,30.59507942199707,41.78422927856445,9.525589942932127,35.91053009033203,,22.399999618530273
2021-03-25,82.64624786376953,30.74222755432129,42.29816436767578,9.525589942932127,36.163082122802734,,22.559999465942383
2021-03-26,83.70218658447266,30.922040939331055,42.899375915527344,9.797861099243164,36.820411682128906,,22.3799991607666
2021-03-29,83.6644515991211,30.856666564941406,42.201194763183594,9.778687477111816,36.84962463378906,,22.3799991607666
2021-03-30,83.74937438964844,30.840320587158203,42.65695571899414,9.81703281402588,36.75224304199219,,22.049999237060547
2021-03-31,83.64557647705078,30.584274291992188,43.1515007019043,9.81703281402588,36.73276138305664,,22.15999984741211
2021-04-01,84.40992736816406,30.83865547180176,43.53937530517578,9.81703281402588,37.05413818359375,,22.31999969482422
2021-04-05,85.46681213378906,30.9371395111084,43.7236213684082,9.912904739379885,37.05413818359375,,22.450000762939453
2021-04-06,85.73103332519531,30.986377716064453,44.024227142333984,10.008774757385254,37.54103469848633,,22.75
2021-04-07,86.17456817626953,31.027408599853516,43.80119705200195,9.98960018157959,37.66763687133789,,22.540000915527344
2021-04-08,86.17456817626953,31.002796173095703,44.208465576171875,9.98960018157959,37.70658874511719,,22.600000381469727
2021-04-09,86.58035278320312,30.9699764251709,44.09210586547851,10.018362998962402,37.940311431884766,,22.25
2021-04-12,86.83512115478516,31.10126304626465,44.024227142333984,10.027948379516602,38.03769302368164,,22.200000762939453
2021-04-13,86.86343383789062,30.945337295532227,44.22785949707031,9.999186515808104,37.998748779296875,,22.43000030517578
2021-04-14,86.43877410888672,31.117673873901367,44.334529876708984,10.008774757385254,37.78450012207031,,22.540000915527344
2021-04-15,87.53341674804688,31.13408470153809,44.64482879638672,10.008774757385254,38.31036376953125,,22.899999618530273
2021-04-16,87.62779235839844,31.175107955932617,44.60604476928711,10.1813383102417,38.42721939086914,,23.0
2021-04-19,87.36356353759766,31.068437576293945,44.23756408691406,10.1813383102417,38.30062484741211,,23.209999084472656
2021-04-20,87.34469604492188,30.8222599029541,43.442405700683594,10.133405685424805,38.359039306640625,,23.420000076293945
2021-04-21,87.32583618164062,30.97816276550293,43.7721061706543,10.142993927001951,38.3298454284668,,23.670000076293945
